"","likeCount","Comments","Author"
"1391","0","kepada para haters gak suka channel erick sila minggir kontol","Justin Bieber"
"1392","0","goblokk bngsat","Fajaryao81"
"1393","0","erikolim anjing ga jelas","Haikal halilintar"
"1394","0","fakboy kalibata city","Alfariz Fatah"
"1395","0","kok org indo bnyk yg tolol","ananda GIRI"
"1396","1","channel lu aja di hina sinetron apakabar anjing berpendidikan kagak scene di kasur banyak berantem banyak di daerah gue anak kecil ngikutin hal kek mereka yg di sinetron netijen bangsat emng haters lu itu dari kubu roket itu tuh yg gasuka youtuber yg sukses yg mau ngelewatin yg ceritanya astronot v","Raihan Ramdhani"
"1397","0","gue subs dari dia masih di garena anjing","Dwi Ananta"
"1398","0","maaf ya gaes aku tadi kelihatan memeknyanjing berpendidikan kagak scene di kasur banyak berantem banyak di daerah gue anak kecil ngikutin hal kek mereka yg di sinetron netijen bangsat emng haters lu itu dari kubu roket itu tuh yg gasuka youtuber yg sukses yg mau ngelewatin yg ceritanya astronot v","Unto Balap"
"1399","0","panutanque bgsd","FALLDHI channel"
"1400","0","konten lu ga bermanfaat tapi menghibur bang jadi jan dengerin haters justru mereka yang iri ama lu","Heazell 51"
"1401","0","anak haram nih orang","Njengil gaming"
"1402","0","itu yg nyuruh bikin konten berfaedah coba lu liat channel how to basic itu cuman nge hancurin barang trus kadang jorok banyak subscriber ajg gblk","Black Canary"
"1403","0","eriko lim main pubg mobile bareng yok","Dimas Pamungkas"
"1404","0","gue gak nonton videonya tapi nonton komenya","anam 619"
"1405","0","wuhhuu iklannya twice tapi nonton komenya","Ardi Nanda"
"1406","1","ericko jossss","euforia 00"
"1407","0","buat haters kalok ngak suka ngak usah ditonton buktinya gua happy happy ja liat bang erick","ARJUN 07"
"1408","0","wajib kecilin volume kwkakwwkk","Evo Gaming"
"1409","0","kontoll ngentot lo bngsd banyak bacot lo kontol kontol kok dimuka bgsd chanel ga berfaedah di yt","Sakamoto Tamasa"
"1410","0","haters kalok gak suka diem aja jgn kbnyakan komen please stop making stupid people femous","MEX GAMING"
"1411","0","di youtube emang gak ada aturan untuk membuat konten yg baik dan mendidik tapi youtube juga tidak pernah membuat aturan untuk bikin konten gak bermutu kayak chanel lu tolol","bagaz anggara"
"1412","0","mukakmu pasaran banget deh","R AM"
"1413","0","bang supaya haters lu itu bae bang harus ngomongnya sopan bang itu aja saran dari gue semoga bermanfaat jg jgn bikin videonya terlalu gila bangtu kayak chanel lu tolol","kocak gaming"
"1414","0","pangeran toxicrs lu itu bae bang harus ngomongnya sopan bang itu aja saran dari gue semoga bermanfaat jg jgn bikin videonya terlalu gila bangtu kayak chanel lu tolol","Jmin 2808"
"1415","0","gini yaaaa lu bisa memfilter penonton lu nyet semua org udh bisa akses yutub bahkan anak kecil dan mreka ga selamanya diawasi orang tua jam jd statement lu soal gausah nonton kalo gasuka ok untuk org dewasa itu bs dilakuin

lah anak kecil gmn bro yg biasanya ingin tau dan banyak mencontoh ronot v","south central"
"1416","0","paling yg jadi hater pgn di baca comment nya sama erik v","Firmam Syah"
"1417","0","terus berkarya lah ya crazy fucking human lawakanlo buat mood gua happy banget walaupun satupun gada yang mendidik hahahahahahah apresiasi banget buat lo hahahaha","Jeshanta Purba"
"1418","0","i love you erik
erik yang kaya toren mushola yang kalo sirik sama orang langsung sindir blak blakan di youtube ternyata lu tuh ganteng yah tapi kalo liat nya sambil tutup mata karena kalo orang liat muka lo bisa bisa rumah nya kebakaran karena muka lo mengandung nuklir russia bro 
minta komen nya dong rik biar bisa liat muka berbasis nuklir biar apartemen gua kebakaran lagi sayang kalo ngga di urus mending di bakar aja hehe love you maekel erik sutanto piji tutug uyah fc","bajred 123"
"1419","0","ngakak gw bang
ttp aja pada pendirian lu bang 
kadang mnurut gw hatter yg kaga punya otak 
 kalo ga suka ga usah nonton tuh ganteng yah tapi kalo liat nya sambil tutup mata karena kalo orang liat muka lo bisa bisa rumah nya kebakaran karena muka lo mengandung nuklir russia bro 
minta komen nya dong rik biar bisa liat muka berbasis nuklir biar apartemen gua kebakaran lagi sayang kalo ngga di urus mending di bakar aja hehe love you maekel erik sutanto piji tutug uyah fc","Gali Verdana"
"1420","0","mending ngecosplay nekopoi dari pada ngecosplay pink guy lu anjenhhh","Ardie Prayoga"
"1421","0","leh ugha si kontol ini","B n R"
"1422","0","lu umur berapa","Famzy"
"1423","0","gue hetters sekaligus fans","Saputra Zed"
"1424","0","weh bru aja kelar nnton film sully mlh ktmu aktornya d sini","Ln Wngj"
"1425","0","manusia awtis sumpah dah","Andhika Jusuf"
"1426","0","w juga dukung lu rik","Otaku jr"
"1427","0","gue hatters eric","satria aji Anggara"
"1428","0","ya allah dajjal","Mujaki Nugraha"
"1429","0","haha manusia ga punya adab omongan ga di jaga bilang ga happy banget masalah disstrack arapnjadi trending eh tp di nyanyiin pas di panggung haha sehat lim","just for fun"
"1430","0","erik kontol ailopyu fuck","Story Rhymes"
"1431","0","gw heran gak di youtube gak di facebook pada seneng ngomong memek kontol v temen fb gw skarang termasuk cewek udah pada ngebadword pake kata kontol dan memek v","Mr Mitsuki"
"1432","0","bedanya youtuber zaman dulu raditya arap bayu skak dll sama youtuber zaman now gausah dsebutin lu pada tau 
kalo dlu mreka ktmu colab bkin grup bahkan smpe skrng subs mreka berjuta juta mreka gapernah bicara kya gni sama hatersnya contoh raditya edho zell mreka gapernah maki haternya kya gni 
klo skrng bru jt subs udah berasa org paling berduit di indonesia bersaing antar youtuber ngediss sana sini cr attention ksh drama dkit didalam konten","Young Tube"
"1433","0","haha kalo kata org lu itu bego yah 
tapi klo kata gw lu itu pinter pinter nyembunyiin kesdihan lu karna haters itu pura gk peduliin haters tapi gw berani taruhan dalam hati lu beda bro haha lanjutin dah akting ke bodohan lu wkwkwkw kontol peot","Pemuda Pancasila"
"1434","0","no skip vidio kntol itu bego yah 
tapi klo kata gw lu itu pinter pinter nyembunyiin kesdihan lu karna haters itu pura gk peduliin haters tapi gw berani taruhan dalam hati lu beda bro haha lanjutin dah akting ke bodohan lu wkwkwkw kontol peot","Dede Aad"
"1435","0","bagus ka cuma sorry nih jangan sampe hina qorygore soal nya youtuber yang paling gg","Faisal Alfathony"
"1436","0","mereka enggak tau sebaik apa kau bang sabar hadapi cheater pb v belain younglex sama awkarin ya bang haha","Aby Manyu"
"1437","1","hey tayo","XNT Project"
"1438","0","makan jembut","video gokil"
"1439","1","ngakak gua liat gaya lu bicara bang","Tangguh Perkasa"
"1440","0","kalo gasuka gausah nonton kntl","andriyan andriyan"
"1441","0","pasti bnyk yg blg jawaban yg terakhir salah ya emang gitu sifat dasar manusia mencari kesalahan orang lain tanpa mempedulikan kebaikannya meski itu hanya sekali","Fadel kasim"
"1442","0","skrng mah klau mau jdi trknal harus bnyak haters
klau hatersnya habis terkenalnya juga habis","Andri Nelwan"
"1443","0","woy ericko lim kontoll
loe motivasi gua aters
klau hatersnya habis terkenalnya juga habis","HesenOne"
"1444","1","kntl lim bijak wkwkw naise lanjutt","GAGA211"
"1445","0","well i found free a money making system that is really working just go to 
 greatworks club siggb great work","Team Under"
"1446","0","gua akuin gua gak suka gaya lu bang tapi lu pinter nyari duit semakin lu buat ke kacawan dan konten gak jelas malah banyak yg kepoin lu dan itu ngasilin duit dari pada lu jadi bangsat kampung luntang lantung gak jelas mending gini ada hasil nya wkwkwkwk","lavensa tv"
"1447","0","jahatan mana sama lu bang yg milih meninggal kan rumah kang sule bapak lu sendiri hanya karena yutub contoh kembaran lu sih iky uda terkenal jd penyanyi lah elu malah sok sokan hidup mandiri ninggalin keluarga hanya demi yutub fak yu","Angga Mahardika"
"1448","0","perbanyak baca al quran bang erikkk  bukan kata a j ng
insyaf bangg  sendiri hanya karena yutub contoh kembaran lu sih iky uda terkenal jd penyanyi lah elu malah sok sokan hidup mandiri ninggalin keluarga hanya demi yutub fak yu","ISONG CHENEL"
"1449","0","rick gua ada kata yg bisa bikin viewers mu makin demen liat lu caranya simpel 
 
 
 
 perbanyak toxic
 and say kontol anjeng babi ngegek 
 setiap lo udh ngelakuin hal itu jangan lupa minta maaf karna ini hanya hiburan semata do it 
 
 
lakuin kontol baca doang anjeng","The Voinov"
"1450","0","bicara lo terlalu kasar 
bisa gk bicara jgn pake kata kontol anjing ngentot bangsat dan lain lain 

jadilah youtuber yg berpendidikan","Akun Tua"
"1451","0","ngakak boss wkwk","Baby Angel1"
"1452","0","jahahah mungkin mereka iri ga bisa kaya lu bang ata kontol anjing ngentot bangsat dan lain lain 

jadilah youtuber yg berpendidikan","Adi Topan TM"
"1453","0","gw vans 








tapi boong","Siska Novianti"
"1454","0","mending saling subs biar menguntungkan wkwk","Febry Rahman Fauzan"
"1455","0","dear hatters v kelean bilang ericko gpunya otak atau apalah 
kalo w pikir pikir kelean juga gpunya otak knapa secara lu nonton trus ke tonton yakan dan itu duit buat dia
dan apa faedah nya kelean bully dia secara dia pantad nya tebel v gk kek kelean pantad nya tipizz v 
jadi ya gitu v
gudd ea mamanx ericko upload yang banyak jan pikirin heter v 
 v","TiarBetet"
"1456","2","gw tetep tonton loh bang soalnya lawakan loh garing amat wkwkwkwk","DavaPlays"
"1457","0","sniff bau memek 
kwkwkw ngakak so hard bisa gua tiru nih","ikkyu takata"
"1458","0","kontol ads nya tiap menit sekali","Almas Yogaswara"
"1459","0","berguna juga yang nilai rata ratanya an","GTFO"
"1460","6","bang erick collab ama bang qorry dong","Unf Ch13"
"1461","0","gpp si erico tetep buat video biar di masa depan kita bisa nunjukin ke anak cucu kita inilah akibat kalau orang suka makan jembut","Misdan Wijaya"
"1462","0","goblol goblok ank haram lu anjg","Dimas Ramadhan Saputra Dimas Ramadhan Saputra"
"1463","0","eri ko ntol gua boleh ngga jadi jadi hatter","muhammad Akbar"
"1464","0","yg ngehina lu bang hanya org iri dan sirik kalo ga suka ywdh diem gaush di komen aduhh gada otakk","bhdy skylne"
"1465","0","pekerjaan haters adalah kurang kerjaan","Pinepine"
"1466","0","gua lebih suka chanel ini dari pada chanel yg lain sumpah yg ini unfaedah gua suka yg unfaedah","bhdy skylne"
"1467","0"," lebih suka chanel ini dari pada chanel yg lain sumpah yg ini unfaedah gua suka yg unfaedah","lutfi labalo"
"1468","0","makan jembood","dimas ferda"
"1469","0","cek video tentang reza arap","Reza Oktovian"
"1470","1","begitulah di indonesia 
dmna yg gblk di bikin viral 
dia yg kaya dan lu ga kaya","LEK FAHMI"
"1471","0","ngakak banget bang sampek gw hafal semua iklan iklannya dan gak gw skip v","Rf Jcez"
"1472","0","gajelas kontol","Kamal kml"
"1473","0","awas lo macam macam sama kime ku tak akan segan segan","Rionewman Rionewman"
"1474","0","mobelejen ngiklan teroosss kontol","Feri andani"
"1475","0","haters itu bego asli v","Fayy :v"
"1476","0","mmq iklan mobelejen lagi","Feri andani"
"1477","0","bunuh aja njing","Shter Terate"
"1478","0","kntl iklan tiktok pula","Feri andani"
"1479","0","anda tau kontoll ya itu lo anjingggggn segan segan","Dani Skyzzhi"
"1480","0","mmq iklannya mobelejen semua","Feri andani"
"1481","1","k dislike kontol","DylanFilian"
"1482","0","jt subs botak mana botakk woooiiiii tytyd v","Pratama Ariez"
"1483","0","norak","Hakikisasi"
"1484","0","gasuka gausa nontonnn se simplee itu aja nnjjeenk","FAR OUQ"
"1485","0","lolot","Halikul yakin"
"1486","0","bandwagon aja lu kimak","arthur cassie"
"1487","0","yang penting ngakak nih channel","Aldi Erawan"
"1488","0","sampah tayangan tidak mendidik","TRISnime"
"1489","0","semoga sukses selalu bang eric salam shoaprs fans","satria wijanarko"
"1490","0","gila lu rick","Angga Aji"
"1491","0","smngt bro netizen emg bnyk gada moral dan akal gk bsa bedain mana yg baik benar dll intinya ente menang lawan arab yg alibi sumbang in munafik gak mau kalah saing muka jauh pantas dipanggil arab kelakuan kayak fir aun tp masih jauh gantengan firaun dr pd arab v","Alvian F"
"1492","0","rik gw kangen lu main pb asli rik","Rezzzky F"
"1493","0","chanel tolol mending sumbangin aja","Bagas Psramudya"
"1494","0","bang eric bikin konten sama pacar lagi dong kayak nya seru","satria wijanarko"
"1495","0","rugi juga youtube gede tapi haters banyak ga guna sih","Channel viral"
"1496","0","emang banyak haters buat lo auto kaya tapi banyak haters juga bisa buat hidup loh gak tenang and buat hidup loe bakalan dibenci banyak orang","Zz Zz"
"1497","0","owh","Al hadi"
"1498","0","ngakak anjing v","Casiman Nuryaman"
"1499","0"," gilv","JIBRAN NOELLA"
"1500","0","pemikiran yg cerdas
banyak haters adsense tambah lancar kan mereka kepo tuh 
awkwkwkwk dasar soapking","Muhammad Attan"
"1501","0","apa cuma gua yg nnton chanel ni makhluk slalu pke headset","Pecinta Anime"
"1502","0","gue hatters lu dasar ericko lim bulu kemaluan dasar kemaluan laki anak musuhnya kucing kemaluan wanita","ANAKNYA CHOUNG VHANG CHAM PING"
"1503","0","rik baca komentar hater nyenengin ya kan hahahaha","sandy oktama Midsons"
"1504","0","memantoel coy seru kapan kapan bikin lagi bang","Galih Hessa"
"1505","1","menghibur yang ada menggangu njing 





 dasar erikontol anjing","ZiroAz"
"1506","0","erico lim bikin video lu lgi coli dong","Muhamad galihsyahroni 001"
"1507","1","aku selalu untukmu bang","Yogo Pangestu"
"1508","0","weyy weyy gua subs erikontol nihh gua dibeli nihh weyy wkwkwhahahah","GagunaFilm 69"
"1509","3","udh lah konten sampah ngk berpendidikan orang orang tolol mati aja you don t deserve being on youtube","ZiroAz"
"1510","0","nah gara gara haters lo gua jadi kenal lo gara gara penasaran ericko t itu siapa 

nah si haters pada buka youtube gak baca bagian tentang padahal udah dijelasin terang terangan ni channel isinya tentang apa","jerry kevin"
"1511","0","anjink ngakak gua liat nya adi kenal lo gara gara penasaran ericko t itu siapa 

nah si haters pada buka youtube gak baca bagian tentang padahal udah dijelasin terang terangan ni channel isinya tentang apa","Ardi Tole"
"1512","0","ericko lim kontol ngentot aja lu bujang","Pniel Sinaga"
"1513","0","ganteng dari mana ktl mukak lu aj kaya memek bekurik","Pniel Sinaga"
"1514","0","jdi youtubeer gk mudah cok haters nda ad otak bapakkau tanding bola gocek penonton","FID "
"1515","0","this is why i love soapking","Muhammad Nur alfathir"
"1516","0","saking kejamnya gua gua make adblock","Abanosz"
"1517","0","anjing setiap liat video lu kok gua ngakak","Varian Atmajaya"
"1518","0","sampah","Shania Cinta"
"1519","0","jembut asin kremes enaktos","Kently"
"1520","0","banyak berlian pasti banyak juga sampah 
kalo bebek jalan berbondong dan elang terbang dengan sendirinya","Dwie aprillia"
"1521","3","mantul bro gw penonton baru yg udah ngikutin vidio lama dan baru lo jujur gw suka di lagu diss lo ke arap dan sampai skrg lo termasuk vidio yg gw tgu jelasin terang terangan ni channel isinya tentang apa","Haviz 05"
"1522","0","ericoli erickon gw ngehate biar lu kaya","Kently"
"1523","0","lu gk suka ni org jngn ditonton anjing lu mau youtubers berfaedah jngn buka youtube lg anjing hapus youtubelu masyarakat goblok di youtube udh full ama pencitraan kalian wkwkw haters no matter","Clara Charlifornia"
"1524","1","gud rik gw suka lu kntl","Masamune Itsuka Kaji"
"1525","88","bang subscribers 
harus makan peler goreng lu kontol","Alby Hermansyah"
"1526","1","haters sumber uang anjir


 king anjir
keren parah","xufz rachmat fauzi"
"1527","0","kontol","Yudha Laksmana"
"1528","0","mr mitsuki iyah lah qorygore ga ada tanding","Faisal Alfathony"
"1529","0","awekwekwek v sekali sindir bisa mampos ea v","Mr Mitsuki"
"1530","0","collab sama reza arap","Mozzard gamming"
"1531","0","bang qorygore dewa non human","DikaNugroho Samsu"
"1532","0","mana mau jing si qory nya kwowkwowo","Akhsan Aja"
"1533","0","iya yang bikin si eric viral itu hatersnya yang sumbu pendek kayak kasus reza arap dimana fansnya arap ngeramein videonya ya meskipun cuma komen ngejelekin si eri malah videonya sampe treding di yt","Nada Ramadhan"
"1534","0","hahaha","Gilang Adiwikarya"
"1535","0","ziroaz berpendidikan nah emng main game main hp nonton youtube itu berpendidikan berpendidikan itu lu berangkat kesekolah belajar nah itulah pendidikan wibu kntol","Theodoric Alexander Virgilio GAMING"
"1536","1","hargai orang berkarya apa lu bisa berkarya","SHEVA GAMING HD"
"1537","1","luh punya enggak subscribe jt","Afiq Akmal"
"1538","0","awokawokawok","Fadlan Adji"
"1539","0","hatre nih","Horyzon A.Z.E.D"
"1540","1","kontol lu yg digoreng","Bang Wolf"
"1541","0","haters berantem yuuu","T0X1CB01"
"1542","0","bang gw boleh hate lo biar lo tambah kaya mau gaa","Antik Intan"
"1543","0","omongan mu bang ga mendidik ga gitu juga caranya nge hibur bang berpikir positif aj mungkin anak di bawah umur nonton video mu ini bang","Raihan Ghifari"
